location,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
Central African Republic,11968267.0,15367.0,15366.988,99685.0,113.0,113.02199999999999,2145178.253,2754.362,2754.367,17867.424,20.246,20.279,359.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489957.0,0.0,273.029,0.0,14804.0,2.706,11.244399999999999,384.5,60553044.0,55108541.0,51863638.0,3609882.0,12887.0,2903276.0,1085.4,987.75,929.63,64.76,520403.0,2384054.0,42.744,26198.21,9146.817000000001,22380.9,4470.065,2752.973,808696.52,0.0,532894.1209999999,7460.299999999999,0.0,0.0,20305.469,1223.0,65161.44,485.531,6823298004.0,0.0,0.0,0.0,0.0
Chad,5660225.0,7698.0,7698.019,174598.0,194.0,194.033,319366.117,434.337,434.315,9851.419,10.937,10.892,636.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4571170.0,0.0,266.08,0.0,25586.0,1.5,3.3741,27994.6,87729875.0,36541889.0,35655539.0,17790344.0,0.0,8542784.0,495.03,206.21,201.17,100.37,481994.0,4460282.0,25.115,39799.73,14471.759,20424.1,3040.378,1768.4579999999999,2162451.119,46963.2,343656.885,7460.299999999999,0.0,0.0,7115.414,0.0,66335.52,486.754,21675610576.0,0.0,0.0,0.0,0.0
Chile,2663644503.0,5285146.0,5284792.285,41856916.0,64866.0,64851.697,135874330.431,269598.922,269580.859,2135149.957,3308.859,3308.0950000000003,1069.6,991351.0,50569.486,0.0,0.0,399583.0,20382.995,1611040.0,82180.246,12661571719.0,39773213.0,649538.39,2040.377,39586821.0,2030.794,77.8149,17481.3,30877493936.0,11116631695.0,10374509662.0,9723782499.0,62671925.0,64014877.0,157508.13,56706.55,52921.12,49601.68,3265416.0,18097788.0,92.32,56320.07,29696.886,43294.2,13559.401,8485.173999999999,27844086.251000002,1589.9,156535.43899999998,10346.580000000002,41826.600000000006,50754.5,0.0,2580.5299999999997,98060.14000000001,1040.773,23975369128.0,5633717.38803,2490.56,2946.63,287977.49660892
China,14994544614.0,99251117.0,99250048.878,24316105.0,121015.0,120999.599,10515939.069,69606.564,69605.81,17053.319,84.86800000000001,84.858,1127.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9464000000.0,0.0,6637.240999999999,0.0,9074806520.0,6364.06,0.0162,216218565.2,1712764057700.0,57870980000.0,73122752000.0,27860528000.0,3407595000.0,3489857504.0,120119.09,4058.58,5128.24,1953.9,2447485.0,705833217.0,49.43,80351.28,180605.302,47330.100000000006,13013.943,7251.167,18722554.776,856.0999999999999,320302.477,11912.02,2323.7,59193.2,0.0,5307.82,94060.93,930.703,1743860241280.0,0.0,0.0,0.0,0.0
Colombia,4585175859.0,6365262.0,6365083.192,108979796.0,142722.0,142719.413,88390588.408,122706.143,122702.66,2100854.706,2751.326,2751.293,984.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11996864475.0,34044326.0,232873.92,660.842,34805359.0,675.609,124.713,7865.1,13622574899.0,6359256640.0,5802714408.0,841183917.0,50290307.0,90513331.0,26260.87,12259.04,11186.17,1621.58,1744848.0,42429866.0,81.824,55529.0,54084.729,39380.600000000006,9351.057999999999,5273.576,16210802.627,5503.5,151945.52,9099.12,5748.1,16510.5,79967.078,2091.33,94525.67000000001,938.041,63441936244.0,19337712.011765,3910.85,3946.34,373696.01558162
Comoros,5657858.0,9109.0,9109.023,130153.0,160.0,160.013,6761439.961,10885.732,10885.707,155539.497,191.207,191.212,644.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106516.0,0.0,129.641,0.0,86196.0,104.94000000000001,0.040100000000000004,234731.3,12682906.0,6803618.0,5321191.0,0.0,0.0,824420.0,1515.65,813.09,635.91,0.0,985227.0,428846.0,51.254,0.0,534881.4959999999,24949.199999999997,3623.7490000000003,2110.898,1729187.4700000002,22136.300000000003,319834.068,14529.240000000002,5381.200000000001,28862.800000000003,19047.002,2690.6000000000004,78663.35999999999,677.542,1023385609.0,0.0,0.0,0.0,0.0
Congo,17691466.0,25192.0,25192.006,275309.0,389.0,389.018,2963181.245,4219.451,4219.488,46112.034999999996,65.136,65.226,449.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783046.0,0.0,134.17899999999997,0.0,3195.0,0.545,0.0,0.0,16093094.0,11913486.0,5108074.0,0.0,1486.0,821424.0,269.56,199.52,85.56,0.0,137596.0,684019.0,11.457,47710.03,18840.315,23237.0,4160.646,2523.049,5969959.538,45251.0,420826.962,8805.6,2079.1,63962.899999999994,58659.972,0.0,78969.10999999999,702.002,7301835890.0,0.0,0.0,0.0,0.0
Cook Islands,2523492.0,7067.0,7065.59,479.0,2.0,2.002,148161813.049,414924.84500000003,414840.963,28123.527000000002,117.426,117.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698904.0,341134.0,294638.0,60839.0,0.0,38105.0,4103.49,2002.8899999999999,1729.93,357.2,2237311.0,12310.0,72.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93253.75,0.0,20830136.0,0.0,0.0,0.0,0.0
Costa Rica,652968963.0,1229587.0,1229321.881,6176570.0,9362.0,9358.889,126035443.473,237333.702,237282.513,1192195.576,1807.039,1806.451,937.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960596311.0,3677525.0,186380.352,713.526,3641358.0,706.52,163.089,7292.6,583170412.0,266236516.0,220269471.0,81305138.0,0.0,13239393.0,11256.28,5138.89,4251.65,1569.3600000000001,2555460.0,4637374.0,89.507,47464.56,117504.617,41092.8,11579.364,6963.762,18987068.885,1589.9,168740.97900000002,10737.939999999999,7827.200000000001,21280.199999999997,102537.54299999999,1381.9899999999998,98182.44,990.6300000000001,6336162428.0,129183.2047,216.60999999999999,370.73,24974.302821
Cote d'Ivoire,63281533.0,88326.0,88325.184,567936.0,834.0,834.015,2247169.775,3136.515,3136.4809999999998,20167.73,29.636,29.533,1042.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369362403.0,1210395.0,13441.986,44.048,1531850.0,55.746,42.3287,43517.7,612666548.0,307346756.0,175392227.0,19175682.0,2278710.0,25174371.0,2175.63,1091.41,622.85,68.07000000000001,893939.0,13555969.0,48.096,27264.53,93435.977,22870.1,3587.0589999999997,1934.786,4404030.3379999995,34488.6,371474.02,2959.66,0.0,0.0,23666.272999999997,0.0,70664.94,657.974,34440350204.0,0.0,0.0,0.0,0.0
Croatia,723326641.0,1272886.0,1272740.536,11129998.0,18180.0,18172.824,179469442.29,315824.313,315788.236,2761538.702,4510.765,4508.972,1067.21,0.0,0.0,801526.0,198872.006,0.0,0.0,81196.0,20145.401,958599002.0,2726155.0,236100.277,671.443,4917000.0,1211.047,138.855,44345.6,2711270288.0,1257558310.0,990978194.0,594785.0,3815368.0,5357232.0,67271.11,31202.22,24587.81,14.76,1329211.0,2316991.0,57.492,36610.79,90166.898,53812.0,24122.452,15963.819000000001,27725161.731,856.0999999999999,310375.386,6836.57,41948.899999999994,48797.7,0.0,6775.42,95993.26999999999,1040.773,4929131503.0,1963003.38424,1501.77,2341.03,486816.474892
Cuba,691859418.0,1113400.0,1113310.852,5445292.0,8530.0,8530.046,61705957.937,99302.559,99294.624,485657.946,760.7810000000001,760.746,1029.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717015431.0,5296244.0,63698.621,470.504,5184883.0,460.621,11.5431,57785.1,20524788336.0,5899279297.0,5234384948.0,3219838117.0,37476545.0,42666945.0,183057.6,52614.93,46684.76,28717.19,3805404.0,10954981.0,97.679,52621.76,135028.984,52711.3,18024.574,11886.337,0.0,0.0,233553.864,10114.21,20913.300000000003,65185.899999999994,104197.154,6359.6,96372.4,957.609,13712518154.0,965542.00427,388.24,589.4300000000001,86011.79139500001
Curacao,25905837.0,45812.0,45807.997,178687.0,302.0,301.764,135509915.152,239636.354,239615.424,934687.447,1579.729,1578.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113826.0,22100.0,598.021,116.111,19672.0,103.279,39.5739,414.0,92235228.0,43719747.0,38239588.0,10113500.0,191553.0,243422.0,48247.06,22869.07,20002.69,5290.26,1273392.0,94450.0,49.44,0.0,443513.612,50999.100000000006,20016.841,12313.163999999999,0.0,0.0,0.0,14211.259999999998,0.0,0.0,0.0,0.0,96470.23999999999,0.0,233804579.0,0.0,0.0,0.0,0.0
Cyprus,292815653.0,660854.0,660167.119,708045.0,1364.0,1361.155,326800631.039,737554.507,736787.976,790222.61,1522.305,1519.151,1024.02,12418.0,13859.262,84614.0,94434.523,995.0,1099.8029999999999,7689.0,8575.17,5872663133.0,29495854.0,6554260.322,32919.228,29298793.0,32699.294,9.9656,189770.0,188496747.0,77894745.0,73366404.0,19733628.0,428204.0,1796234.0,21037.42,8693.58,8188.18,2202.37,2004705.0,668912.0,74.623,49425.29,156124.511,45617.899999999994,16407.768,10472.549,39643706.436000004,0.0,172652.133,11300.52,23970.800000000003,64452.100000000006,0.0,4158.2,99038.54000000001,1084.801,1095816561.0,170651.392208,1302.61,1686.25,136352.388794
Czechia,2730384523.0,4640969.0,4640809.576,30980392.0,42783.0,42779.543,260185546.466,442250.182,442235.008,2952203.261,4076.902,4076.523,1067.64,346431.0,33012.327,2204182.0,210042.33,171273.0,16321.066,1969620.0,187690.29,19252136204.0,54587458.0,1831661.49,5193.486,54556336.0,5190.543,70.593,84968.0,11362329718.0,4818836814.0,4523430573.0,2267979253.0,18635379.0,18644361.0,108274.64,45919.92,43105.08,21611.9,1776664.0,6986359.0,66.563,43277.98,167766.248,52955.899999999994,23270.021,14162.34,39877023.038,0.0,278214.155,8340.86,37301.5,46840.899999999994,0.0,8108.49,97081.73999999999,1100.7,12834149770.0,4806711.11995,1961.17,2031.36,457764.6101494
Democratic Republic of Congo,62775729.0,96403.0,96348.455,1125883.0,1465.0,1464.744,634032.836,973.657,973.106,11371.343,14.784,14.74,873.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24196104.0,0.0,252.32399999999998,0.0,76662.0,0.797,6.2101,1111.9,166492033.0,154974696.0,97401433.0,0.0,42303.0,17481183.0,168.16,156.47,98.39,0.0,176551.0,16133481.0,16.304,41025.44,43880.017,20791.0,3693.46,2134.135,988346.6590000001,94293.29999999999,390074.62700000004,7460.299999999999,0.0,0.0,5469.256,0.0,74211.64,587.04,121089494168.0,0.0,0.0,0.0,0.0
Denmark,1644175255.0,3412324.0,3412174.264,4408396.0,8586.0,8574.59,279514257.202,580104.348,580078.877,749439.3,1459.6299999999999,1457.74,1083.35,33607.0,5713.19,400137.0,68024.345,0.0,0.0,517370.0,87954.33,23525029451.0,64649913.0,4018460.032,11043.279,64626741.0,11039.303,42.9407,109997.1,1235729735.0,473397404.0,448400562.0,261169903.0,0.0,14954369.0,21007.74,8047.89,7622.92,4439.95,2542274.0,4746462.0,80.637,38701.85,166963.96000000002,51732.899999999994,24064.970999999998,15073.474999999999,57092715.845,244.60000000000002,140360.041,7839.43,23603.9,22992.4,0.0,3057.5,98940.70000000001,1149.62,7194002757.0,100043.076218,-139.07,424.09000000000003,16822.1717156
Djibouti,12754169.0,15690.0,15690.01,155036.0,189.0,189.021,11379004.756,13998.296,13998.278,138319.967,168.618,168.588,711.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6718280.0,1233.0,6076.829,1.115,29263.0,26.47,0.5906,25763.7,13340820.0,12329882.0,10887010.0,0.0,12179.0,388873.0,1190.24,1100.06,971.31,0.0,346914.0,368119.0,32.83,43665.28,50491.55499999999,31064.199999999997,5152.499,2910.74,3308711.5379999997,27517.5,315579.251,7399.15,2079.1,29963.5,0.0,1712.1999999999998,82075.53,640.852,1370800773.0,0.0,0.0,0.0,0.0
Dominica,7572643.0,15760.0,15760.024,36847.0,74.0,74.018,104079867.493,216608.486,216608.434,506432.189,1017.067,1017.044,308.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466990.0,4032.0,61688.533,55.682,19162.0,264.627,5.8674,1769.3,4721992.0,2489769.0,2062811.0,70315.0,6417.0,68262.0,6489.99,3421.98,2835.18,96.63,938205.0,33592.0,46.172,43665.84,120547.44099999999,0.0,0.0,0.0,11830527.841,0.0,278080.848,14211.259999999998,0.0,0.0,0.0,4647.4,91725.0,907.466,88983034.0,0.0,0.0,0.0,0.0
Dominican Republic,439266600.0,661103.0,661086.444,3863905.0,4384.0,4384.002,39119565.601,58875.554000000004,58874.089,344106.065,390.419,390.432,995.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604311544.0,1524332.0,54354.951,137.097,3429038.0,308.424,135.6861,8637.6,7695879872.0,3732157388.0,2969183610.0,936614908.0,14029086.0,16300441.0,68536.87,33237.31,26442.64,8341.04,1451649.0,7324418.0,65.221,49365.66,272573.679,33754.8,8537.762999999999,5404.437,17856853.003000002,1956.8000000000002,326116.619,10028.599999999999,10395.5,23359.300000000003,67487.586,1956.8000000000002,90599.84,924.588,13732848083.0,146981.9056,190.82999999999998,180.39000000000001,13160.806051
Ecuador,647580320.0,1063360.0,1063360.067,28557962.0,36019.0,36019.053,35974681.837,59072.263,59072.251,1586465.109,2000.9579999999999,2000.943,1018.3100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031547208.0,2855228.0,57959.452,160.412,2857527.0,160.538,161.495,3298.9,12151626804.0,5868879991.0,4944680115.0,1523720383.0,36284797.0,39567512.0,67505.33,32603.04,27468.89,8464.61,2198036.0,15339240.0,85.259,52322.229999999996,81866.397,34366.3,8688.192000000001,5452.134,12941707.728,4402.8,171767.904,6787.65,2446.0,15042.900000000001,98616.60500000001,1834.5,94183.23000000001,928.2570000000001,22015225446.0,9625599.21114,7717.4,5360.96,537319.1180459
Egypt,364930964.0,516023.0,516023.018,18715541.0,24830.0,24830.05,3287959.681,4649.26,4649.281,168623.467,223.713,223.685,775.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42097790.0,0.0,385.29200000000003,0.0,5369827.0,49.135999999999996,4.3016,8262.5,6092980655.0,3327368925.0,2266219543.0,358629287.0,2157499.0,112479790.0,5489.67,2997.87,2041.82,323.15,1013413.0,56808845.0,51.202,47427.25,119852.77699999999,30941.9,6309.456999999999,3535.693,12902901.938000001,1589.9,642603.336,21170.129999999997,244.60000000000002,61272.3,109858.421,1956.8000000000002,88043.76999999999,864.661,135740887408.0,8225376.0351,761.64,740.09,74441.11284496001
El Salvador,125413422.0,201785.0,201785.01,3146965.0,4230.0,4230.044,19792557.441,31845.41,31845.394,496649.217,667.574,667.625,622.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533038829.0,1921625.0,84419.509,304.334,1906859.0,302.04,46.736,36983.0,1025170782.0,529454799.0,423888184.0,70388702.0,4964236.0,11285663.0,16179.07,8355.73,6689.77,1110.83,1781067.0,4655259.0,73.465,45384.81,376452.853,33754.8,10117.878999999999,6624.991,8918676.134,2690.6000000000004,204601.78499999997,10848.009999999998,3057.5,22992.4,110864.95000000001,1589.9,89670.35999999999,823.0790000000001,7749408639.0,-348.3999939999994,-18.560000000000002,118.66,-55.36547800000005
England,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679578.0,12017.283,9148204.0,161771.937,0.0,0.0,7211906.0,127531.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81072158543.0,32228493616.0,27687288358.0,23966647682.0,142058067.0,145809365.0,143363.6,56991.17,48960.590000000004,42381.23,2578408.0,43954112.0,77.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64919400000.0,0.0,0.0,0.0,0.0
Equatorial Guinea,12543186.0,17228.0,17228.029,150792.0,183.0,183.036,7488844.886,10285.887999999999,10285.87,90029.57,109.254,109.242,643.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19835536.0,17420.0,12135.791,10.659,317807.0,194.452,13.153599999999999,203132.9,26882570.0,15252976.0,10472080.0,19785.0,639.0,482993.0,1605.01,910.63,625.21,1.17,288401.0,264981.0,15.817,0.0,55272.262,27395.199999999997,3480.658,2142.696,27645759.678999998,0.0,248039.076,9514.94,0.0,0.0,30134.72,2568.3,71839.02,724.016,2048422268.0,0.0,0.0,0.0,0.0
Eritrea,6838663.0,10189.0,10189.039,60232.0,103.0,103.026,1856293.945,2765.709,2765.728,16349.221,27.957,28.007,711.9300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23693.0,0.0,6.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54183.792,23603.9,4411.361,2655.133,1847291.357,0.0,380487.53,7399.15,244.60000000000002,13942.2,0.0,856.0999999999999,81109.35999999999,561.357,4505582143.0,0.0,0.0,0.0,0.0
Estonia,321820033.0,600735.0,600675.546,1711407.0,2885.0,2884.778,242688160.582,453021.123,452976.26300000004,1290591.532,2175.61,2175.412,1084.92,2209.0,1665.833,237597.0,179174.601,1631.0,1224.669,26143.0,19710.229,1171062600.0,3425064.0,881359.005,2577.77,3421931.0,2575.378,93.2476,51648.4,1323540862.0,607239702.0,574140068.0,276872739.0,2111795.0,2113071.0,99809.75,45792.69,43296.66,20879.28,1593480.0,870392.0,65.634,35092.06,37953.359000000004,52222.100000000006,23789.796000000002,16499.493,36055571.196,611.5,312560.887,4916.459999999999,29963.5,48063.899999999994,0.0,5735.870000000001,96299.01999999999,1090.916,1621776272.0,335747.885912,710.65,1470.8600000000001,253256.728005
Eswatini,47393372.0,74698.0,74689.966,1023826.0,1425.0,1425.046,39439261.752,62161.303,62154.672,851995.491,1185.838,1185.905,877.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13294674.0,333.0,11150.716,0.279,45616.0,38.261,8.607,1854.2,32262812.0,22239739.0,15507543.0,3006429.0,110765.0,865249.0,2684.75,1850.77,1290.53,250.19,720063.0,536111.0,44.571,53247.69,97218.716,26294.5,3868.3489999999997,2256.435,9464766.425,0.0,407792.228,4818.62,2079.1,20179.5,29470.631,2568.3,73612.37,747.2529999999999,1469654640.0,0.0,0.0,0.0,0.0
Ethiopia,350879775.0,500853.0,500846.731,5485375.0,7574.0,7574.042,2843896.726,4059.439,4059.411,44459.146,61.387,61.403999999999996,1020.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250759770.0,3585129.0,10398.465,29.808,5009202.0,41.656,68.2098,36531.1,2043097251.0,1646452703.0,359720745.0,14906366.0,23047615.0,54713448.0,1655.98,1334.49,291.57,12.08,443510.0,44310708.0,35.859,49360.96,128362.411,24215.4,4312.298,2523.049,2115700.721,32654.1,223361.38199999998,9135.81,489.20000000000005,10395.5,9735.08,366.9,81451.79999999999,593.155,150893651944.0,0.0,0.0,0.0,0.0
Europe,123568891321.0,248426944.0,248384909.832,1418940655.0,2066082.0,2065542.145,165907084.839,333545.037,333488.601,1905109.831,2773.976,2773.247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833884007615.0,353595529262.0,318517322981.0,163073083423.0,1384765145.0,1385758333.0,111959.48,47474.65,42764.94,21894.62,1860566.0,520156062.0,69.846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910899943069.0,0.0,0.0,0.0,0.0
European Union,87976974770.0,183283951.0,183256077.989,862030173.0,1237150.0,1236806.16,195440634.354,407164.851,407102.882,1914997.952,2748.329,2747.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571037059200.0,234402751551.0,216940722474.0,126214714598.0,944702592.0,945208565.0,126855.82,52072.69,48193.51,28038.45,2099781.0,337158551.0,74.922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550529527839.0,0.0,0.0,0.0,0.0
Faeroe Islands,16760266.0,34658.0,34658.022,14322.0,28.0,28.014,315534875.93799996,652484.139,652484.084,269631.055,527.137,527.1139999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22082276.0,7060.0,417529.044,133.49,162265.0,3068.0860000000002,16.0387,704.9,8612023.0,4403693.0,3731565.0,476765.0,34813.0,100064.0,16213.33,8290.66,7025.18,897.59,1883864.0,37726.0,71.015,30211.39,43181.684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98659.41,0.0,64962091.0,0.0,0.0,0.0,0.0
Falkland Islands,715131.0,1923.0,1923.019,0.0,0.0,0.0,188142857.27199998,505919.496,505919.44899999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14163.0,10671.0,3492.0,0.0,0.0,4933.0,372.62,280.74,91.87,0.0,1297815.0,3182.0,83.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99601.12,0.0,4648623.0,0.0,0.0,0.0,0.0
Fiji,40925614.0,68921.0,68921.034,519062.0,883.0,883.043,44016969.809,74127.025,74127.081,558269.871,949.707,949.746,590.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73025371.0,402088.0,78979.65,434.875,555919.0,601.242,0.0,0.0,125446455.0,62399081.0,50752321.0,8633459.0,28295.0,1555889.0,13492.25,6711.24,5458.54,928.54,1673411.0,712723.0,76.65,59210.02,60614.325999999994,34977.8,7611.952,4016.332,10643738.425,1712.1999999999998,504878.86,17721.27,12474.599999999999,42560.399999999994,0.0,2812.8999999999996,82479.12,908.689,1137107487.0,15784.300632,143.92000000000002,321.25,17080.001235
Finland,642257637.0,1478190.0,1477811.449,3618150.0,9819.0,9798.747,115915393.478,266785.418,266717.074,653007.839,1772.14,1768.528,1046.91,20894.0,3770.977,306628.0,55340.568,0.0,0.0,0.0,0.0,4009062762.0,11038890.0,724181.448,1994.02,11027668.0,1992.001,82.327,76534.1,1569286121.0,378553185.0,410903821.0,351284091.0,1254404.0,13226149.0,28322.7,6832.2,7415.99,6339.9800000000005,2387075.0,4537190.0,81.858,35641.159999999996,22180.327999999998,52344.399999999994,25961.844,16221.872,49636336.783,0.0,187739.06100000002,7044.48,22380.9,27639.800000000003,0.0,4011.4399999999996,100175.93,1147.174,6776331135.0,553633.1997352,247.28,1079.8,99889.79147629
France,17691298638.0,38873916.0,38864964.004,121752865.0,167197.0,167128.737,273746291.349,601515.498,601376.914,1883942.802,2587.125,2586.095,1130.4,2269590.0,33468.356,19367212.0,285597.35,1097842.0,16189.257,7320886.0,107956.974,83214454871.0,278234000.0,1234232.983,4126.744,277458624.0,4115.243,65.584,23667.7,93684177369.0,38216544482.0,34787618395.0,21419717920.0,154453921.0,154453385.0,138150.81,56355.78,51299.29,31586.420000000002,2277641.0,54675610.0,80.661,46330.71,149912.894,51366.0,24115.114,15995.617,47214735.633,0.0,105251.38,5833.709999999999,36812.3,43538.8,0.0,7313.540000000001,101093.18,1101.923,82935299000.0,11146984.3751,912.84,1003.06,172511.899309
French Guiana,56307057.0,98041.0,98041.027,273805.0,413.0,413.014,184875157.533,321901.835,321901.839,898994.621,1356.011,1355.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30941.9,0.0,3543.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97778.85,0.0,372486664.0,16888.201367,-30.84000000000001,1488.67,54682.848459
French Polynesia,47332266.0,78518.0,78497.992,435474.0,649.0,649.026,154533144.857,256350.154,256284.915,1421760.907,2118.897,2118.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17281651.0,8347437.0,7593964.0,1409866.0,855.0,501410.0,5642.21,2725.31,2479.25,460.3,1637017.0,189143.0,61.803,0.0,94567.252,39992.100000000006,9508.825,5617.239,0.0,0.0,0.0,27676.489999999998,0.0,0.0,0.0,0.0,94978.18,0.0,374595116.0,1852.8002411000002,8.550000000000004,386.64000000000004,6083.135355
Gabon,34469570.0,48992.0,48991.999,220229.0,307.0,307.055,14428469.362,20507.354,20507.326,92184.64499999999,128.516,128.548,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96759694.0,93986.0,41329.469,40.147000000000006,677430.0,289.366,11.512,46582.8,14821139.0,8006618.0,6750073.0,34249.0,1486.0,572777.0,620.43,335.1,282.54,1.45,239760.0,311331.0,13.034,52019.1,9611.557,28251.300000000003,5442.35,3639.648,20255831.099,4158.2,317939.641,8805.6,0.0,0.0,0.0,7704.9,81292.81,859.769,2921743331.0,0.0,0.0,0.0,0.0
Gambia,9203093.0,12626.0,12626.019,277086.0,372.0,372.05,3401001.446,4665.941,4665.962,102397.204,137.481,137.487,497.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8723641.0,0.0,3304.5099999999998,0.0,92712.0,35.153999999999996,22.4116,43942.2,14700467.0,8090964.0,8418217.0,230233.0,429.0,1445365.0,543.27,298.99,311.1,8.5,534098.0,672289.0,24.777,36040.48,253853.218,21402.5,2860.5969999999998,1732.991,1910041.041,12352.3,405338.89,2335.93,856.0999999999999,38157.6,9632.348,1345.3000000000002,75887.15,606.608,3309431885.0,0.0,0.0,0.0,0.0
Georgia,1010892259.0,1841739.0,1841489.276,10638026.0,17066.0,17065.477,269975512.395,491866.888,491800.231,2841060.953,4557.7480000000005,4557.576,817.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2503040821.0,13652505.0,666060.177,3632.921,13575999.0,3612.58,53.7096,9474.8,478298998.0,268357616.0,206735588.0,80818.0,1455821.0,2931140.0,12773.79,7166.93,5521.17,2.16,782828.0,1654962.0,44.223,47694.66,79534.136,47330.100000000006,18178.672000000002,12528.412,11918231.617,5136.6,606874.6140000001,8695.53,6481.9,67876.5,0.0,3179.8,90220.70999999999,993.076,4579382855.0,539928.004292,538.27,705.89,144177.4796753
